principio_ativo;campo;motivo;fonte
midazolam 5mg/ml (ampola 10ml);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
midazolam 5mg/ml (ampola 10ml);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
midazolam 5mg/ml (ampola 10ml);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
midazolam 5mg/ml (ampola 10ml);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
midazolam 5mg/ml (ampola 10ml);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
midazolam 5mg/ml (ampola 10ml);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
midazolam 5mg/ml (ampola 10ml);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
midazolam 5mg/ml (ampola 3 ml);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
midazolam 5mg/ml (ampola 3 ml);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
midazolam 5mg/ml (ampola 3 ml);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
midazolam 5mg/ml (ampola 3 ml);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
midazolam 5mg/ml (ampola 3 ml);tempo_infusao_min;tempo de infusão não informado ou administração em bolus;HU-UFGD_v3
midazolam 5mg/ml (ampola 3 ml);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
midazolam 5mg/ml (ampola 3 ml);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
midazolam 5mg/ml (ampola 3 ml);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
midazolam 5mg/ml (ampola 3 ml);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
midazolam 5mg/ml (ampola 3 ml);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
midazolam 5mg/ml (ampola 3 ml);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
midazolam 5mg/ml (ampola 3 ml);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
milrinona 1mg/ml (ampola 10ml);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
milrinona 1mg/ml (ampola 10ml);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
milrinona 1mg/ml (ampola 10ml);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
milrinona 1mg/ml (ampola 10ml);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
milrinona 1mg/ml (ampola 10ml);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
milrinona 1mg/ml (ampola 10ml);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
milrinona 1mg/ml (ampola 10ml);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
milrinona 1mg/ml (ampola 10ml);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
milrinona 1mg/ml (ampola 10ml);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
milrinona 1mg/ml (ampola 10ml);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
milrinona 1mg/ml (ampola 10ml);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
mitomicina (frasco-ampola);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
mitomicina (frasco-ampola);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
mitomicina (frasco-ampola);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
mitomicina (frasco-ampola);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
mitomicina (frasco-ampola);tempo_infusao_min;tempo de infusão não informado ou administração em bolus;HU-UFGD_v3
mitomicina (frasco-ampola);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
mitomicina (frasco-ampola);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
mitomicina (frasco-ampola);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
mitomicina (frasco-ampola);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
mitomicina (frasco-ampola);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
mitomicina (frasco-ampola);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
mitomicina (frasco-ampola);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
(ampola 1ml);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
(ampola 1ml);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
(ampola 1ml);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
(ampola 1ml);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
(ampola 1ml);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
(ampola 1ml);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
(ampola 1ml);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
(ampola 1ml);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
(ampola 1ml);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
(ampola 1ml);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
(ampola 1ml);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
morfina 1mg/ml (ampola 2ml);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
morfina 1mg/ml (ampola 2ml);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
morfina 1mg/ml (ampola 2ml);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
morfina 1mg/ml (ampola 2ml);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
morfina 1mg/ml (ampola 2ml);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
morfina 1mg/ml (ampola 2ml);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
morfina 1mg/ml (ampola 2ml);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
morfina 1mg/ml (ampola 2ml);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
morfina 1mg/ml (ampola 2ml);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
morfina 1mg/ml (ampola 2ml);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
morfina 1mg/ml (ampola 2ml);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
naloxona (ampola 1ml);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
naloxona (ampola 1ml);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
naloxona (ampola 1ml);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
naloxona (ampola 1ml);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
naloxona (ampola 1ml);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
naloxona (ampola 1ml);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
naloxona (ampola 1ml);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
naloxona (ampola 1ml);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
naloxona (ampola 1ml);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
naloxona (ampola 1ml);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
naloxona (ampola 1ml);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
nitroglicerina 5mg/ml (ampola 5ml);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
nitroglicerina 5mg/ml (ampola 5ml);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
nitroglicerina 5mg/ml (ampola 5ml);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
nitroglicerina 5mg/ml (ampola 5ml);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
nitroglicerina 5mg/ml (ampola 5ml);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
nitroglicerina 5mg/ml (ampola 5ml);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
nitroglicerina 5mg/ml (ampola 5ml);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
nitroglicerina 5mg/ml (ampola 5ml);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
nitroglicerina 5mg/ml (ampola 5ml);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
nitroglicerina 5mg/ml (ampola 5ml);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
nitroglicerina 5mg/ml (ampola 5ml);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
norepinefrina 2mg/ml (ampola 4ml);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
norepinefrina 2mg/ml (ampola 4ml);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
norepinefrina 2mg/ml (ampola 4ml);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
norepinefrina 2mg/ml (ampola 4ml);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
norepinefrina 2mg/ml (ampola 4ml);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
norepinefrina 2mg/ml (ampola 4ml);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
norepinefrina 2mg/ml (ampola 4ml);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
norepinefrina 2mg/ml (ampola 4ml);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
norepinefrina 2mg/ml (ampola 4ml);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
norepinefrina 2mg/ml (ampola 4ml);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
norepinefrina 2mg/ml (ampola 4ml);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
octreotida (ampola 1ml);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
octreotida (ampola 1ml);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
octreotida (ampola 1ml);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
octreotida (ampola 1ml);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
octreotida (ampola 1ml);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
octreotida (ampola 1ml);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
octreotida (ampola 1ml);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
octreotida (ampola 1ml);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
octreotida (ampola 1ml);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
octreotida (ampola 1ml);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
octreotida (ampola 1ml);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
oligoelementos adulto (ampola 5ml);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
oligoelementos adulto (ampola 5ml);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
oligoelementos adulto (ampola 5ml);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
oligoelementos adulto (ampola 5ml);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
oligoelementos adulto (ampola 5ml);tempo_infusao_min;tempo de infusão não informado ou administração em bolus;HU-UFGD_v3
oligoelementos adulto (ampola 5ml);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
oligoelementos adulto (ampola 5ml);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
oligoelementos adulto (ampola 5ml);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
oligoelementos adulto (ampola 5ml);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
oligoelementos adulto (ampola 5ml);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
oligoelementos adulto (ampola 5ml);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
oligoelementos adulto (ampola 5ml);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
omeprazol 40mg (frasco-ampola);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
omeprazol 40mg (frasco-ampola);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
omeprazol 40mg (frasco-ampola);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
omeprazol 40mg (frasco-ampola);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
omeprazol 40mg (frasco-ampola);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
omeprazol 40mg (frasco-ampola);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
omeprazol 40mg (frasco-ampola);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
omeprazol 40mg (frasco-ampola);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
omeprazol 40mg (frasco-ampola);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
omeprazol 40mg (frasco-ampola);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
omeprazol 40mg (frasco-ampola);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
ondansetrona 2mg/ml (ampola 4ml);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
ondansetrona 2mg/ml (ampola 4ml);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
ondansetrona 2mg/ml (ampola 4ml);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
ondansetrona 2mg/ml (ampola 4ml);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
ondansetrona 2mg/ml (ampola 4ml);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
ondansetrona 2mg/ml (ampola 4ml);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
ondansetrona 2mg/ml (ampola 4ml);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
ondansetrona 2mg/ml (ampola 4ml);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
ondansetrona 2mg/ml (ampola 4ml);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
ondansetrona 2mg/ml (ampola 4ml);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
ondansetrona 2mg/ml (ampola 4ml);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
ondansetrona 2mg/ml (ampola 2ml);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
ondansetrona 2mg/ml (ampola 2ml);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
ondansetrona 2mg/ml (ampola 2ml);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
ondansetrona 2mg/ml (ampola 2ml);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
ondansetrona 2mg/ml (ampola 2ml);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
ondansetrona 2mg/ml (ampola 2ml);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
ondansetrona 2mg/ml (ampola 2ml);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
ondansetrona 2mg/ml (ampola 2ml);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
ondansetrona 2mg/ml (ampola 2ml);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
