principio_ativo;campo;motivo;fonte
imunoglobulina;concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
imunoglobulina;tempo_infusao_min;tempo de infusão não informado ou administração em bolus;HU-UFGD_v3
imunoglobulina;velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
imunoglobulina;estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
imunoglobulina;estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
imunoglobulina;fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
imunoglobulina;acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
imunoglobulina;ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
imunoglobulina;incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
imunoglobulina antitimocitos 25 mg (frasco-ampola);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
imunoglobulina antitimocitos 25 mg (frasco-ampola);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
imunoglobulina antitimocitos 25 mg (frasco-ampola);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
imunoglobulina antitimocitos 25 mg (frasco-ampola);diluicao_volume_min_ml;volume de diluição não capturado pelo parser;HU-UFGD_v3
imunoglobulina antitimocitos 25 mg (frasco-ampola);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
imunoglobulina antitimocitos 25 mg (frasco-ampola);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
imunoglobulina antitimocitos 25 mg (frasco-ampola);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
imunoglobulina antitimocitos 25 mg (frasco-ampola);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
imunoglobulina antitimocitos 25 mg (frasco-ampola);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
imunoglobulina antitimocitos 25 mg (frasco-ampola);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
imunoglobulina antitimocitos 25 mg (frasco-ampola);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
imunoglobulina antitimocitos 25 mg (frasco-ampola);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
imunoglobulina g humana 50mg/ml (frasco-ampola 100ml);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
imunoglobulina g humana 50mg/ml (frasco-ampola 100ml);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
imunoglobulina g humana 50mg/ml (frasco-ampola 100ml);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
imunoglobulina g humana 50mg/ml (frasco-ampola 100ml);diluicao_solucao;solução de diluição não informada no guia (via não é EV ou sem diluição);HU-UFGD_v3
imunoglobulina g humana 50mg/ml (frasco-ampola 100ml);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
imunoglobulina g humana 50mg/ml (frasco-ampola 100ml);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
imunoglobulina g humana 50mg/ml (frasco-ampola 100ml);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
imunoglobulina g humana 50mg/ml (frasco-ampola 100ml);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
imunoglobulina g humana 50mg/ml (frasco-ampola 100ml);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
imunoglobulina g humana 50mg/ml (frasco-ampola 100ml);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
imunoglobulina g humana 50mg/ml (frasco-ampola 100ml);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
imunoglobulina g humana 50mg/ml (frasco-ampola 100ml);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
tipo do documento manual injetaveis padronizados para adultos no hu-ufgd 12/2025 insulina nph 100ui/ml (frasco-ampola 10ml);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
tipo do documento manual injetaveis padronizados para adultos no hu-ufgd 12/2025 insulina nph 100ui/ml (frasco-ampola 10ml);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
tipo do documento manual injetaveis padronizados para adultos no hu-ufgd 12/2025 insulina nph 100ui/ml (frasco-ampola 10ml);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
tipo do documento manual injetaveis padronizados para adultos no hu-ufgd 12/2025 insulina nph 100ui/ml (frasco-ampola 10ml);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
tipo do documento manual injetaveis padronizados para adultos no hu-ufgd 12/2025 insulina nph 100ui/ml (frasco-ampola 10ml);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
tipo do documento manual injetaveis padronizados para adultos no hu-ufgd 12/2025 insulina nph 100ui/ml (frasco-ampola 10ml);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
tipo do documento manual injetaveis padronizados para adultos no hu-ufgd 12/2025 insulina nph 100ui/ml (frasco-ampola 10ml);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
tipo do documento manual injetaveis padronizados para adultos no hu-ufgd 12/2025 insulina nph 100ui/ml (frasco-ampola 10ml);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
tipo do documento manual injetaveis padronizados para adultos no hu-ufgd 12/2025 insulina nph 100ui/ml (frasco-ampola 10ml);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
tipo do documento manual injetaveis padronizados para adultos no hu-ufgd 12/2025 insulina nph 100ui/ml (frasco-ampola 10ml);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
tipo do documento manual injetaveis padronizados para adultos no hu-ufgd 12/2025 insulina nph 100ui/ml (frasco-ampola 10ml);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
levobupivacaina vasoconstritor (frasco-ampola 20ml) cristalia infiltr bloqu eio nervo anest esia cauda l e perid ural 50 a 150mg doses peridurais de ate 375mg. concentracao de concentracao 24h ta na nao foram conduzidos estudos especiais em pacientes com insuficiencia renal. nao indicado para raquianestesia. e incompativel com solucoes alcalinas com ph superior a;reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
levobupivacaina vasoconstritor (frasco-ampola 20ml) cristalia infiltr bloqu eio nervo anest esia cauda l e perid ural 50 a 150mg doses peridurais de ate 375mg. concentracao de concentracao 24h ta na nao foram conduzidos estudos especiais em pacientes com insuficiencia renal. nao indicado para raquianestesia. e incompativel com solucoes alcalinas com ph superior a;reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
levobupivacaina vasoconstritor (frasco-ampola 20ml) cristalia infiltr bloqu eio nervo anest esia cauda l e perid ural 50 a 150mg doses peridurais de ate 375mg. concentracao de concentracao 24h ta na nao foram conduzidos estudos especiais em pacientes com insuficiencia renal. nao indicado para raquianestesia. e incompativel com solucoes alcalinas com ph superior a;reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
levobupivacaina vasoconstritor (frasco-ampola 20ml) cristalia infiltr bloqu eio nervo anest esia cauda l e perid ural 50 a 150mg doses peridurais de ate 375mg. concentracao de concentracao 24h ta na nao foram conduzidos estudos especiais em pacientes com insuficiencia renal. nao indicado para raquianestesia. e incompativel com solucoes alcalinas com ph superior a;concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
levobupivacaina vasoconstritor (frasco-ampola 20ml) cristalia infiltr bloqu eio nervo anest esia cauda l e perid ural 50 a 150mg doses peridurais de ate 375mg. concentracao de concentracao 24h ta na nao foram conduzidos estudos especiais em pacientes com insuficiencia renal. nao indicado para raquianestesia. e incompativel com solucoes alcalinas com ph superior a;tempo_infusao_min;tempo de infusão não informado ou administração em bolus;HU-UFGD_v3
levobupivacaina vasoconstritor (frasco-ampola 20ml) cristalia infiltr bloqu eio nervo anest esia cauda l e perid ural 50 a 150mg doses peridurais de ate 375mg. concentracao de concentracao 24h ta na nao foram conduzidos estudos especiais em pacientes com insuficiencia renal. nao indicado para raquianestesia. e incompativel com solucoes alcalinas com ph superior a;velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
levobupivacaina vasoconstritor (frasco-ampola 20ml) cristalia infiltr bloqu eio nervo anest esia cauda l e perid ural 50 a 150mg doses peridurais de ate 375mg. concentracao de concentracao 24h ta na nao foram conduzidos estudos especiais em pacientes com insuficiencia renal. nao indicado para raquianestesia. e incompativel com solucoes alcalinas com ph superior a;estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
levobupivacaina vasoconstritor (frasco-ampola 20ml) cristalia infiltr bloqu eio nervo anest esia cauda l e perid ural 50 a 150mg doses peridurais de ate 375mg. concentracao de concentracao 24h ta na nao foram conduzidos estudos especiais em pacientes com insuficiencia renal. nao indicado para raquianestesia. e incompativel com solucoes alcalinas com ph superior a;estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
levobupivacaina vasoconstritor (frasco-ampola 20ml) cristalia infiltr bloqu eio nervo anest esia cauda l e perid ural 50 a 150mg doses peridurais de ate 375mg. concentracao de concentracao 24h ta na nao foram conduzidos estudos especiais em pacientes com insuficiencia renal. nao indicado para raquianestesia. e incompativel com solucoes alcalinas com ph superior a;fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
levobupivacaina vasoconstritor (frasco-ampola 20ml) cristalia infiltr bloqu eio nervo anest esia cauda l e perid ural 50 a 150mg doses peridurais de ate 375mg. concentracao de concentracao 24h ta na nao foram conduzidos estudos especiais em pacientes com insuficiencia renal. nao indicado para raquianestesia. e incompativel com solucoes alcalinas com ph superior a;acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
levobupivacaina vasoconstritor (frasco-ampola 20ml) cristalia infiltr bloqu eio nervo anest esia cauda l e perid ural 50 a 150mg doses peridurais de ate 375mg. concentracao de concentracao 24h ta na nao foram conduzidos estudos especiais em pacientes com insuficiencia renal. nao indicado para raquianestesia. e incompativel com solucoes alcalinas com ph superior a;ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
levobupivacaina vasoconstritor (frasco-ampola 20ml) cristalia infiltr bloqu eio nervo anest esia cauda l e perid ural 50 a 150mg doses peridurais de ate 375mg. concentracao de concentracao 24h ta na nao foram conduzidos estudos especiais em pacientes com insuficiencia renal. nao indicado para raquianestesia. e incompativel com solucoes alcalinas com ph superior a;incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
levofloxacino 5 mg/ml (bolsa-100ml);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
levofloxacino 5 mg/ml (bolsa-100ml);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
levofloxacino 5 mg/ml (bolsa-100ml);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
levofloxacino 5 mg/ml (bolsa-100ml);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
levofloxacino 5 mg/ml (bolsa-100ml);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
levofloxacino 5 mg/ml (bolsa-100ml);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
levofloxacino 5 mg/ml (bolsa-100ml);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
levofloxacino 5 mg/ml (bolsa-100ml);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
levofloxacino 5 mg/ml (bolsa-100ml);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
levofloxacino 5 mg/ml (bolsa-100ml);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
levofloxacino 5 mg/ml (bolsa-100ml);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
epinefrina;reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
epinefrina;reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
epinefrina;reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
epinefrina;diluicao_solucao;solução de diluição não informada no guia (via não é EV ou sem diluição);HU-UFGD_v3
epinefrina;concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
epinefrina;velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
epinefrina;estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
epinefrina;estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
epinefrina;fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
epinefrina;acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
epinefrina;ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
epinefrina;incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
norepinefrina 5 mcg/ml (tubete;reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
norepinefrina 5 mcg/ml (tubete;reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
norepinefrina 5 mcg/ml (tubete;reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
norepinefrina 5 mcg/ml (tubete;diluicao_solucao;solução de diluição não informada no guia (via não é EV ou sem diluição);HU-UFGD_v3
norepinefrina 5 mcg/ml (tubete;diluicao_volume_min_ml;volume de diluição não capturado pelo parser;HU-UFGD_v3
norepinefrina 5 mcg/ml (tubete;concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
norepinefrina 5 mcg/ml (tubete;velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
norepinefrina 5 mcg/ml (tubete;estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
norepinefrina 5 mcg/ml (tubete;estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
norepinefrina 5 mcg/ml (tubete;fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
norepinefrina 5 mcg/ml (tubete;acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
norepinefrina 5 mcg/ml (tubete;ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
norepinefrina 5 mcg/ml (tubete;incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
vasoconstritor (ampola 5ml) isobarica;reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
vasoconstritor (ampola 5ml) isobarica;reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
vasoconstritor (ampola 5ml) isobarica;reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
vasoconstritor (ampola 5ml) isobarica;concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
vasoconstritor (ampola 5ml) isobarica;tempo_infusao_min;tempo de infusão não informado ou administração em bolus;HU-UFGD_v3
vasoconstritor (ampola 5ml) isobarica;velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
vasoconstritor (ampola 5ml) isobarica;estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
vasoconstritor (ampola 5ml) isobarica;estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
vasoconstritor (ampola 5ml) isobarica;fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
vasoconstritor (ampola 5ml) isobarica;acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
vasoconstritor (ampola 5ml) isobarica;ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
vasoconstritor (ampola 5ml) isobarica;incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
20 mg/ml (tubete);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
20 mg/ml (tubete);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
20 mg/ml (tubete);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
20 mg/ml (tubete);diluicao_volume_min_ml;volume de diluição não capturado pelo parser;HU-UFGD_v3
20 mg/ml (tubete);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
20 mg/ml (tubete);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
20 mg/ml (tubete);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
20 mg/ml (tubete);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
20 mg/ml (tubete);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
20 mg/ml (tubete);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
20 mg/ml (tubete);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
20 mg/ml (tubete);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
linezolida 2mg/ml (bolsa 300ml);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
linezolida 2mg/ml (bolsa 300ml);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
linezolida 2mg/ml (bolsa 300ml);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
linezolida 2mg/ml (bolsa 300ml);diluicao_solucao;solução de diluição não informada no guia (via não é EV ou sem diluição);HU-UFGD_v3
linezolida 2mg/ml (bolsa 300ml);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
linezolida 2mg/ml (bolsa 300ml);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
linezolida 2mg/ml (bolsa 300ml);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
linezolida 2mg/ml (bolsa 300ml);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
linezolida 2mg/ml (bolsa 300ml);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
linezolida 2mg/ml (bolsa 300ml);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
linezolida 2mg/ml (bolsa 300ml);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
linezolida 2mg/ml (bolsa 300ml);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
meropenem 1.000mg;reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
meropenem 1.000mg;reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
meropenem 1.000mg;reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
meropenem 1.000mg;concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
meropenem 1.000mg;velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
meropenem 1.000mg;estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
meropenem 1.000mg;estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
meropenem 1.000mg;fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
meropenem 1.000mg;acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
meropenem 1.000mg;ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
meropenem 1.000mg;incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
meropenem 500 mg (frasco-ampola);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
meropenem 500 mg (frasco-ampola);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
meropenem 500 mg (frasco-ampola);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
meropenem 500 mg (frasco-ampola);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
meropenem 500 mg (frasco-ampola);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
meropenem 500 mg (frasco-ampola);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
meropenem 500 mg (frasco-ampola);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
meropenem 500 mg (frasco-ampola);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
meropenem 500 mg (frasco-ampola);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
meropenem 500 mg (frasco-ampola);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
meropenem 500 mg (frasco-ampola);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
hemitartarato 10mg/ml;reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
hemitartarato 10mg/ml;reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
hemitartarato 10mg/ml;reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
hemitartarato 10mg/ml;concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
hemitartarato 10mg/ml;velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
hemitartarato 10mg/ml;estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
hemitartarato 10mg/ml;estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
hemitartarato 10mg/ml;fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
hemitartarato 10mg/ml;acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
hemitartarato 10mg/ml;ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
hemitartarato 10mg/ml;incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
metilprednisolona succinato 125mg (frasco-ampola) + diluente;reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
metilprednisolona succinato 125mg (frasco-ampola) + diluente;reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
metilprednisolona succinato 125mg (frasco-ampola) + diluente;reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
metilprednisolona succinato 125mg (frasco-ampola) + diluente;concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
metilprednisolona succinato 125mg (frasco-ampola) + diluente;velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
metilprednisolona succinato 125mg (frasco-ampola) + diluente;estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
metilprednisolona succinato 125mg (frasco-ampola) + diluente;estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
metilprednisolona succinato 125mg (frasco-ampola) + diluente;fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
metilprednisolona succinato 125mg (frasco-ampola) + diluente;acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
metilprednisolona succinato 125mg (frasco-ampola) + diluente;ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
metilprednisolona succinato 125mg (frasco-ampola) + diluente;incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
tartarato 1mg/ml (ampola 5ml);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
tartarato 1mg/ml (ampola 5ml);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
tartarato 1mg/ml (ampola 5ml);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
tartarato 1mg/ml (ampola 5ml);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
tartarato 1mg/ml (ampola 5ml);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
tartarato 1mg/ml (ampola 5ml);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
tartarato 1mg/ml (ampola 5ml);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
tartarato 1mg/ml (ampola 5ml);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
tartarato 1mg/ml (ampola 5ml);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
tartarato 1mg/ml (ampola 5ml);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
tartarato 1mg/ml (ampola 5ml);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
micafungina 50mg (frasco-ampola);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
micafungina 50mg (frasco-ampola);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
micafungina 50mg (frasco-ampola);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
micafungina 50mg (frasco-ampola);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
micafungina 50mg (frasco-ampola);tempo_infusao_min;tempo de infusão não informado ou administração em bolus;HU-UFGD_v3
micafungina 50mg (frasco-ampola);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
micafungina 50mg (frasco-ampola);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
micafungina 50mg (frasco-ampola);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
micafungina 50mg (frasco-ampola);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
micafungina 50mg (frasco-ampola);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
micafungina 50mg (frasco-ampola);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
micafungina 50mg (frasco-ampola);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
midazolam 1mg/ml (ampola 5ml);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
midazolam 1mg/ml (ampola 5ml);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
midazolam 1mg/ml (ampola 5ml);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
midazolam 1mg/ml (ampola 5ml);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
midazolam 1mg/ml (ampola 5ml);tempo_infusao_min;tempo de infusão não informado ou administração em bolus;HU-UFGD_v3
midazolam 1mg/ml (ampola 5ml);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
midazolam 1mg/ml (ampola 5ml);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
midazolam 1mg/ml (ampola 5ml);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
midazolam 1mg/ml (ampola 5ml);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
midazolam 1mg/ml (ampola 5ml);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
midazolam 1mg/ml (ampola 5ml);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
midazolam 1mg/ml (ampola 5ml);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
midazolam 5mg/ml (ampola 10ml);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
midazolam 5mg/ml (ampola 10ml);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
midazolam 5mg/ml (ampola 10ml);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
midazolam 5mg/ml (ampola 10ml);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
midazolam 5mg/ml (ampola 10ml);tempo_infusao_min;tempo de infusão não informado ou administração em bolus;HU-UFGD_v3
